Time_min,Gaussian_component,erfc_component,Blended_model,Blend_weight
30.602516,0.180030,0.407653,0.403828,0.016804
30.657539,0.180030,0.405920,0.402182,0.016547
30.712561,0.180030,0.404201,0.400548,0.016293
30.767584,0.180030,0.402495,0.398925,0.016044
30.822606,0.180030,0.400802,0.397314,0.015798
30.877629,0.180030,0.399122,0.395714,0.015556
30.932651,0.180030,0.397456,0.394125,0.015317
30.987674,0.180030,0.395802,0.392548,0.015082
31.042696,0.180030,0.394161,0.390981,0.014851
31.097719,0.180030,0.392533,0.389426,0.014623
31.152741,0.180030,0.390918,0.387881,0.014398
31.207764,0.180030,0.389315,0.386348,0.014177
31.262786,0.180030,0.387725,0.384825,0.013960
31.317809,0.180030,0.386147,0.383313,0.013745
31.372831,0.180030,0.384581,0.381812,0.013534
31.427854,0.180030,0.383027,0.380322,0.013326
31.482876,0.180030,0.381486,0.378842,0.013121
31.537899,0.180030,0.379956,0.377373,0.012919
31.592921,0.180030,0.378438,0.375914,0.012721
31.647944,0.180030,0.376932,0.374466,0.012525
31.702966,0.180030,0.375438,0.373028,0.012333
31.757989,0.180030,0.373955,0.371600,0.012143
31.813012,0.180030,0.372484,0.370183,0.011956
31.868034,0.180030,0.371024,0.368776,0.011772
31.923057,0.180030,0.369575,0.367378,0.011591
31.978079,0.180030,0.368138,0.365991,0.011412
32.033102,0.180030,0.366712,0.364614,0.011237
32.088124,0.180030,0.365297,0.363247,0.011064
32.143147,0.180030,0.363892,0.361890,0.010893
32.198169,0.180030,0.362499,0.360542,0.010725
32.253192,0.180030,0.361117,0.359204,0.010560
32.308214,0.180030,0.359745,0.357876,0.010397
32.363237,0.180030,0.358383,0.356558,0.010237
32.418259,0.180030,0.357033,0.355249,0.010079
32.473282,0.180030,0.355692,0.353949,0.009924
32.528304,0.180030,0.354362,0.352659,0.009771
32.583327,0.180030,0.353043,0.351378,0.009620
32.638349,0.180030,0.351733,0.350107,0.009472
32.693372,0.180030,0.350434,0.348845,0.009326
32.748394,0.180030,0.349144,0.347591,0.009182
32.803417,0.180030,0.347865,0.346348,0.009040
32.858439,0.180030,0.346595,0.345113,0.008900
32.913462,0.180030,0.345336,0.343887,0.008763
32.968484,0.180030,0.344085,0.342670,0.008628
33.023507,0.180030,0.342845,0.341462,0.008494
33.078529,0.180030,0.341614,0.340263,0.008363
33.133552,0.180030,0.340393,0.339072,0.008234
33.188574,0.180030,0.339181,0.337891,0.008107
33.243597,0.180030,0.337978,0.336718,0.007982
33.298619,0.180030,0.336785,0.335553,0.007858
33.353642,0.180030,0.335601,0.334397,0.007737
33.408664,0.180030,0.334426,0.333250,0.007617
33.463687,0.180030,0.333260,0.332111,0.007500
33.518709,0.180030,0.332103,0.330980,0.007384
33.573732,0.180030,0.330955,0.329858,0.007270
33.628754,0.180030,0.329816,0.328743,0.007157
33.683777,0.180030,0.328685,0.327638,0.007046
33.738799,0.180030,0.327563,0.326540,0.006937
33.793822,0.180030,0.326450,0.325450,0.006830
33.848844,0.180030,0.325345,0.324368,0.006725
33.903867,0.180030,0.324249,0.323294,0.006620
33.958889,0.180030,0.323162,0.322229,0.006518
34.013912,0.180030,0.322082,0.321171,0.006417
34.068934,0.180030,0.321011,0.320120,0.006318
34.123957,0.180030,0.319948,0.319078,0.006220
34.178979,0.180030,0.318894,0.318043,0.006124
34.234002,0.180030,0.317847,0.317016,0.006029
34.289025,0.180030,0.316809,0.315997,0.005936
34.344047,0.180030,0.315778,0.314985,0.005844
34.399070,0.180030,0.314755,0.313980,0.005753
34.454092,0.180030,0.313740,0.312983,0.005664
34.509115,0.180030,0.312733,0.311993,0.005577
34.564137,0.180030,0.311734,0.311011,0.005490
34.619160,0.180030,0.310742,0.310036,0.005405
34.674182,0.180030,0.309758,0.309068,0.005321
34.729205,0.180030,0.308782,0.308107,0.005239
34.784227,0.180030,0.307813,0.307154,0.005158
34.839250,0.180030,0.306851,0.306207,0.005078
34.894272,0.180030,0.305897,0.305268,0.004999
34.949295,0.180030,0.304950,0.304335,0.004922
35.004317,0.180030,0.304011,0.303410,0.004845
35.059340,0.180030,0.303078,0.302491,0.004770
35.114362,0.180030,0.302153,0.301579,0.004696
35.169385,0.180030,0.301234,0.300674,0.004624
35.224407,0.180030,0.300323,0.299776,0.004552
35.279430,0.180030,0.299419,0.298884,0.004481
35.334452,0.180030,0.298522,0.297999,0.004412
35.389475,0.180030,0.297631,0.297120,0.004343
35.444497,0.180030,0.296748,0.296248,0.004276
35.499520,0.180030,0.295871,0.295383,0.004210
35.554542,0.180030,0.295000,0.294524,0.004144
35.609565,0.180030,0.294137,0.293671,0.004080
35.664587,0.180030,0.293280,0.292825,0.004017
35.719610,0.180030,0.292429,0.291985,0.003955
35.774632,0.180030,0.291586,0.291151,0.003893
35.829655,0.180030,0.290748,0.290324,0.003833
35.884677,0.180030,0.289917,0.289502,0.003773
35.939700,0.180030,0.289092,0.288687,0.003715
35.994722,0.180030,0.288274,0.287878,0.003657
36.049745,0.180030,0.287462,0.287075,0.003600
36.104767,0.180030,0.286656,0.286278,0.003545
36.159790,0.180030,0.285856,0.285487,0.003490
36.214812,0.180030,0.285062,0.284701,0.003435
36.269835,0.180030,0.284274,0.283922,0.003382
36.324857,0.180030,0.283493,0.283148,0.003330
36.379880,0.180030,0.282717,0.282380,0.003278
36.434902,0.180030,0.281947,0.281618,0.003227
36.489925,0.180030,0.281183,0.280862,0.003177
36.544947,0.180030,0.280425,0.280111,0.003128
36.599970,0.180030,0.279673,0.279366,0.003079
36.654992,0.180030,0.278926,0.278626,0.003031
36.710015,0.180030,0.278185,0.277892,0.002984
36.765038,0.180030,0.277450,0.277164,0.002938
36.820060,0.180030,0.276720,0.276441,0.002892
36.875083,0.180030,0.275996,0.275723,0.002847
36.930105,0.180030,0.275278,0.275011,0.002803
36.985128,0.180030,0.274564,0.274303,0.002760
37.040150,0.180030,0.273857,0.273602,0.002717
37.095173,0.180030,0.273154,0.272905,0.002674
37.150195,0.180030,0.272457,0.272214,0.002633
37.205218,0.180030,0.271766,0.271528,0.002592
37.260240,0.180030,0.271079,0.270847,0.002552
37.315263,0.180030,0.270398,0.270171,0.002512
37.370285,0.180030,0.269722,0.269500,0.002473
37.425308,0.180030,0.269051,0.268834,0.002435
37.480330,0.180030,0.268385,0.268173,0.002397
37.535353,0.180030,0.267724,0.267518,0.002360
37.590375,0.180030,0.267069,0.266867,0.002323
37.645398,0.180030,0.266418,0.266220,0.002287
37.700420,0.180030,0.265772,0.265579,0.002251
37.755443,0.180030,0.265131,0.264943,0.002216
37.810465,0.180030,0.264495,0.264311,0.002182
37.865488,0.180030,0.263864,0.263684,0.002148
37.920510,0.180030,0.263238,0.263062,0.002115
37.975533,0.180030,0.262616,0.262444,0.002082
38.030555,0.180030,0.261999,0.261831,0.002049
38.085578,0.180030,0.261387,0.261223,0.002018
38.140600,0.180030,0.260779,0.260619,0.001986
38.195623,0.180030,0.260176,0.260019,0.001955
38.250645,0.180030,0.259578,0.259425,0.001925
38.305668,0.180030,0.258984,0.258834,0.001895
38.360690,0.180030,0.258394,0.258248,0.001866
38.415713,0.180030,0.257809,0.257667,0.001837
38.470735,0.180030,0.257229,0.257089,0.001808
38.525758,0.180030,0.256653,0.256516,0.001780
38.580780,0.180030,0.256081,0.255948,0.001752
38.635803,0.180030,0.255514,0.255383,0.001725
38.690825,0.180030,0.254951,0.254823,0.001698
38.745848,0.180030,0.254392,0.254267,0.001672
38.800870,0.180030,0.253837,0.253716,0.001646
38.855893,0.180030,0.253287,0.253168,0.001620
38.910915,0.180030,0.252740,0.252624,0.001595
38.965938,0.180030,0.252198,0.252085,0.001570
39.020960,0.180030,0.251660,0.251550,0.001546
39.075983,0.180030,0.251126,0.251018,0.001522
39.131006,0.180030,0.250596,0.250491,0.001498
39.186028,0.180030,0.250070,0.249967,0.001475
39.241051,0.180030,0.249549,0.249448,0.001452
39.296073,0.180030,0.249031,0.248932,0.001429
39.351096,0.180030,0.248517,0.248420,0.001407
39.406118,0.180030,0.248006,0.247912,0.001385
39.461141,0.180030,0.247500,0.247408,0.001364
39.516163,0.180030,0.246998,0.246908,0.001342
39.571186,0.180030,0.246499,0.246411,0.001322
39.626208,0.180030,0.246004,0.245918,0.001301
39.681231,0.180030,0.245513,0.245429,0.001281
39.736253,0.180030,0.245025,0.244943,0.001261
39.791276,0.180030,0.244541,0.244461,0.001241
39.846298,0.180030,0.244061,0.243983,0.001222
39.901321,0.180030,0.243585,0.243508,0.001203
39.956343,0.180030,0.243112,0.243037,0.001184
40.011366,0.180030,0.242642,0.242569,0.001166
40.066388,0.180030,0.242177,0.242105,0.001148
40.121411,0.180030,0.241714,0.241645,0.001130
40.176433,0.180030,0.241256,0.241187,0.001112
40.231456,0.180030,0.240800,0.240734,0.001095
40.286478,0.180030,0.240348,0.240283,0.001078
40.341501,0.180030,0.239900,0.239836,0.001061
40.396523,0.180030,0.239455,0.239393,0.001045
40.451546,0.180030,0.239013,0.238952,0.001028
40.506568,0.180030,0.238574,0.238515,0.001012
40.561591,0.180030,0.238139,0.238081,0.000997
40.616613,0.180030,0.237707,0.237651,0.000981
40.671636,0.180030,0.237279,0.237224,0.000966
40.726658,0.180030,0.236853,0.236799,0.000951
40.781681,0.180030,0.236431,0.236378,0.000936
40.836703,0.180030,0.236012,0.235961,0.000921
40.891726,0.180030,0.235596,0.235546,0.000907
40.946748,0.180030,0.235184,0.235134,0.000893
41.001771,0.180030,0.234774,0.234726,0.000879
41.056793,0.180030,0.234368,0.234321,0.000865
41.111816,0.180030,0.233964,0.233918,0.000852
41.166838,0.180030,0.233564,0.233519,0.000839
41.221861,0.180030,0.233166,0.233122,0.000826
41.276883,0.180030,0.232772,0.232729,0.000813
41.331906,0.180030,0.232380,0.232339,0.000800
41.386928,0.180030,0.231992,0.231951,0.000788
41.441951,0.180030,0.231606,0.231566,0.000775
41.496973,0.180030,0.231224,0.231185,0.000763
41.551996,0.180030,0.230844,0.230806,0.000751
41.607019,0.180030,0.230467,0.230430,0.000740
41.662041,0.180030,0.230093,0.230056,0.000728
41.717064,0.180030,0.229721,0.229686,0.000717
41.772086,0.180030,0.229353,0.229318,0.000706
41.827109,0.180030,0.228987,0.228953,0.000695
41.882131,0.180030,0.228624,0.228591,0.000684
41.937154,0.180030,0.228264,0.228231,0.000673
41.992176,0.180030,0.227906,0.227875,0.000663
42.047199,0.180030,0.227551,0.227520,0.000653
42.102221,0.180030,0.227199,0.227169,0.000642
42.157244,0.180030,0.226850,0.226820,0.000632
42.212266,0.180030,0.226503,0.226474,0.000623
42.267289,0.180030,0.226158,0.226130,0.000613
42.322311,0.180030,0.225817,0.225789,0.000603
42.377334,0.180030,0.225477,0.225450,0.000594
42.432356,0.180030,0.225141,0.225114,0.000585
42.487379,0.180030,0.224807,0.224781,0.000576
42.542401,0.180030,0.224475,0.224450,0.000567
42.597424,0.180030,0.224146,0.224121,0.000558
42.652446,0.180030,0.223819,0.223795,0.000549
42.707469,0.180030,0.223495,0.223471,0.000541
42.762491,0.180030,0.223173,0.223150,0.000532
42.817514,0.180030,0.222854,0.222831,0.000524
42.872536,0.180030,0.222537,0.222515,0.000516
42.927559,0.180030,0.222222,0.222201,0.000508
42.982581,0.180030,0.221910,0.221889,0.000500
43.037604,0.180030,0.221600,0.221580,0.000492
43.092626,0.180030,0.221293,0.221273,0.000484
43.147649,0.180030,0.220987,0.220968,0.000477
43.202671,0.180030,0.220684,0.220665,0.000469
43.257694,0.180030,0.220384,0.220365,0.000462
43.312716,0.180030,0.220085,0.220067,0.000455
43.367739,0.180030,0.219789,0.219771,0.000448
43.422761,0.180030,0.219495,0.219477,0.000441
43.477784,0.180030,0.219203,0.219186,0.000434
43.532806,0.180030,0.218913,0.218897,0.000427
43.587829,0.180030,0.218626,0.218610,0.000421
43.642851,0.180030,0.218341,0.218325,0.000414
43.697874,0.180030,0.218057,0.218042,0.000408
43.752896,0.180030,0.217776,0.217761,0.000401
43.807919,0.180030,0.217497,0.217483,0.000395
43.862941,0.180030,0.217220,0.217206,0.000389
43.917964,0.180030,0.216946,0.216932,0.000383
43.972986,0.180030,0.216673,0.216659,0.000377
44.028009,0.180030,0.216402,0.216389,0.000371
44.083032,0.180030,0.216134,0.216120,0.000365
44.138054,0.180030,0.215867,0.215854,0.000360
44.193077,0.180030,0.215602,0.215590,0.000354
44.248099,0.180030,0.215340,0.215327,0.000348
44.303122,0.180030,0.215079,0.215067,0.000343
44.358144,0.180030,0.214820,0.214808,0.000338
44.413167,0.180030,0.214563,0.214552,0.000332
44.468189,0.180030,0.214308,0.214297,0.000327
44.523212,0.180030,0.214055,0.214044,0.000322
44.578234,0.180030,0.213804,0.213793,0.000317
44.633257,0.180030,0.213555,0.213544,0.000312
44.688279,0.180030,0.213307,0.213297,0.000307
44.743302,0.180030,0.213062,0.213052,0.000303
44.798324,0.180030,0.212818,0.212808,0.000298
44.853347,0.180030,0.212576,0.212567,0.000293
44.908369,0.180030,0.212336,0.212327,0.000289
44.963392,0.180030,0.212098,0.212089,0.000284
45.018414,0.180030,0.211861,0.211852,0.000280
45.073437,0.180030,0.211626,0.211618,0.000275
45.128459,0.180030,0.211393,0.211385,0.000271
45.183482,0.180030,0.211162,0.211154,0.000267
45.238504,0.180030,0.210933,0.210924,0.000263
45.293527,0.180030,0.210705,0.210697,0.000259
45.348549,0.180030,0.210479,0.210471,0.000255
45.403572,0.180030,0.210254,0.210247,0.000251
45.458594,0.180030,0.210031,0.210024,0.000247
45.513617,0.180030,0.209810,0.209803,0.000243
45.568639,0.180030,0.209591,0.209584,0.000239
45.623662,0.180030,0.209373,0.209366,0.000235
45.678684,0.180030,0.209157,0.209150,0.000232
45.733707,0.180030,0.208942,0.208935,0.000228
45.788729,0.180030,0.208729,0.208723,0.000225
45.843752,0.180030,0.208518,0.208511,0.000221
45.898774,0.180030,0.208308,0.208302,0.000218
45.953797,0.180030,0.208100,0.208094,0.000214
46.008819,0.180030,0.207893,0.207887,0.000211
46.063842,0.180030,0.207688,0.207682,0.000208
46.118864,0.180030,0.207484,0.207478,0.000204
46.173887,0.180030,0.207282,0.207276,0.000201
46.228909,0.180030,0.207081,0.207076,0.000198
46.283932,0.180030,0.206882,0.206877,0.000195
46.338954,0.180030,0.206684,0.206679,0.000192
46.393977,0.180030,0.206488,0.206483,0.000189
46.448999,0.180030,0.206293,0.206289,0.000186
46.504022,0.180030,0.206100,0.206095,0.000183
46.559045,0.180030,0.205908,0.205904,0.000180
46.614067,0.180030,0.205718,0.205713,0.000177
46.669090,0.180030,0.205529,0.205524,0.000175
46.724112,0.180030,0.205341,0.205337,0.000172
46.779135,0.180030,0.205155,0.205151,0.000169
46.834157,0.180030,0.204970,0.204966,0.000167
46.889180,0.180030,0.204787,0.204783,0.000164
46.944202,0.180030,0.204605,0.204601,0.000161
46.999225,0.180030,0.204424,0.204420,0.000159
47.054247,0.180030,0.204245,0.204241,0.000156
47.109270,0.180030,0.204067,0.204063,0.000154
47.164292,0.180030,0.203890,0.203886,0.000152
47.219315,0.180030,0.203714,0.203711,0.000149
47.274337,0.180030,0.203540,0.203537,0.000147
47.329360,0.180030,0.203368,0.203364,0.000145
47.384382,0.180030,0.203196,0.203193,0.000142
47.439405,0.180030,0.203026,0.203023,0.000140
47.494427,0.180030,0.202857,0.202854,0.000138
47.549450,0.180030,0.202689,0.202686,0.000136
47.604472,0.180030,0.202523,0.202520,0.000134
47.659495,0.180030,0.202357,0.202354,0.000132
47.714517,0.180030,0.202193,0.202190,0.000130
47.769540,0.180030,0.202030,0.202028,0.000128
47.824562,0.180030,0.201869,0.201866,0.000126
47.879585,0.180030,0.201708,0.201706,0.000124
47.934607,0.180030,0.201549,0.201547,0.000122
47.989630,0.180030,0.201391,0.201389,0.000120
48.044652,0.180030,0.201234,0.201232,0.000118
48.099675,0.180030,0.201079,0.201076,0.000116
48.154697,0.180030,0.200924,0.200922,0.000114
48.209720,0.180030,0.200771,0.200768,0.000113
48.264742,0.180030,0.200618,0.200616,0.000111
48.319765,0.180030,0.200467,0.200465,0.000109
48.374787,0.180030,0.200317,0.200315,0.000107
48.429810,0.180030,0.200168,0.200166,0.000106
48.484832,0.180030,0.200021,0.200018,0.000104
48.539855,0.180030,0.199874,0.199872,0.000102
48.594877,0.180030,0.199728,0.199726,0.000101
48.649900,0.180030,0.199584,0.199582,0.000099
48.704922,0.180030,0.199440,0.199438,0.000098
48.759945,0.180030,0.199298,0.199296,0.000096
48.814967,0.180030,0.199157,0.199155,0.000095
48.869990,0.180030,0.199016,0.199014,0.000093
48.925013,0.180030,0.198877,0.198875,0.000092
48.980035,0.180030,0.198739,0.198737,0.000090
49.035058,0.180030,0.198602,0.198600,0.000089
49.090080,0.180030,0.198465,0.198464,0.000088
49.145103,0.180030,0.198330,0.198329,0.000086
49.200125,0.180030,0.198196,0.198195,0.000085
49.255148,0.180030,0.198063,0.198061,0.000084
49.310170,0.180030,0.197931,0.197929,0.000082
49.365193,0.180030,0.197799,0.197798,0.000081
49.420215,0.180030,0.197669,0.197668,0.000080
49.475238,0.180030,0.197540,0.197539,0.000078
49.530260,0.180030,0.197412,0.197410,0.000077
49.585283,0.180030,0.197284,0.197283,0.000076
49.640305,0.180030,0.197158,0.197157,0.000075
49.695328,0.180030,0.197032,0.197031,0.000074
49.750350,0.180030,0.196908,0.196907,0.000073
49.805373,0.180030,0.196784,0.196783,0.000071
49.860395,0.180030,0.196661,0.196660,0.000070
49.915418,0.180030,0.196540,0.196538,0.000069
49.970440,0.180030,0.196419,0.196418,0.000068
50.025463,0.180030,0.196299,0.196298,0.000067
50.080485,0.180030,0.196179,0.196178,0.000066
50.135508,0.180030,0.196061,0.196060,0.000065
50.190530,0.180030,0.195944,0.195943,0.000064
50.245553,0.180030,0.195827,0.195826,0.000063
50.300575,0.180030,0.195712,0.195711,0.000062
50.355598,0.180030,0.195597,0.195596,0.000061
50.410620,0.180030,0.195483,0.195482,0.000060
50.465643,0.180030,0.195370,0.195369,0.000059
50.520665,0.180030,0.195257,0.195257,0.000058
50.575688,0.180030,0.195146,0.195145,0.000057
50.630710,0.180030,0.195035,0.195035,0.000056
50.685733,0.180030,0.194926,0.194925,0.000056
50.740755,0.180030,0.194817,0.194816,0.000055
50.795778,0.180030,0.194708,0.194708,0.000054
50.850800,0.180030,0.194601,0.194600,0.000053
50.905823,0.180030,0.194494,0.194494,0.000052
50.960845,0.180030,0.194389,0.194388,0.000051
51.015868,0.180030,0.194284,0.194283,0.000051
51.070890,0.180030,0.194179,0.194179,0.000050
51.125913,0.180030,0.194076,0.194075,0.000049
51.180935,0.180030,0.193973,0.193972,0.000048
51.235958,0.180030,0.193871,0.193871,0.000047
51.290980,0.180030,0.193770,0.193769,0.000047
51.346003,0.180030,0.193670,0.193669,0.000046
51.401026,0.180030,0.193570,0.193569,0.000045
51.456048,0.180030,0.193471,0.193470,0.000045
51.511071,0.180030,0.193373,0.193372,0.000044
51.566093,0.180030,0.193275,0.193274,0.000043
51.621116,0.180030,0.193178,0.193178,0.000043
51.676138,0.180030,0.193082,0.193082,0.000042
51.731161,0.180030,0.192987,0.192986,0.000041
51.786183,0.180030,0.192892,0.192892,0.000041
51.841206,0.180030,0.192798,0.192798,0.000040
51.896228,0.180030,0.192705,0.192704,0.000039
51.951251,0.180030,0.192612,0.192612,0.000039
52.006273,0.180030,0.192520,0.192520,0.000038
52.061296,0.180030,0.192429,0.192429,0.000038
52.116318,0.180030,0.192338,0.192338,0.000037
52.171341,0.180030,0.192248,0.192248,0.000036
52.226363,0.180030,0.192159,0.192159,0.000036
52.281386,0.180030,0.192071,0.192070,0.000035
52.336408,0.180030,0.191983,0.191982,0.000035
52.391431,0.180030,0.191895,0.191895,0.000034
52.446453,0.180030,0.191809,0.191808,0.000034
52.501476,0.180030,0.191723,0.191722,0.000033
52.556498,0.180030,0.191637,0.191637,0.000033
52.611521,0.180030,0.191553,0.191552,0.000032
52.666543,0.180030,0.191469,0.191468,0.000032
52.721566,0.180030,0.191385,0.191385,0.000031
52.776588,0.180030,0.191302,0.191302,0.000031
52.831611,0.180030,0.191220,0.191220,0.000030
52.886633,0.180030,0.191138,0.191138,0.000030
52.941656,0.180030,0.191057,0.191057,0.000029
52.996678,0.180030,0.190977,0.190976,0.000029
53.051701,0.180030,0.190897,0.190897,0.000028
53.106723,0.180030,0.190818,0.190817,0.000028
53.161746,0.180030,0.190739,0.190739,0.000027
53.216768,0.180030,0.190661,0.190660,0.000027
53.271791,0.180030,0.190583,0.190583,0.000027
53.326813,0.180030,0.190506,0.190506,0.000026
53.381836,0.180030,0.190430,0.190430,0.000026
53.436858,0.180030,0.190354,0.190354,0.000025
53.491881,0.180030,0.190279,0.190278,0.000025
53.546903,0.180030,0.190204,0.190204,0.000025
53.601926,0.180030,0.190130,0.190129,0.000024
53.656948,0.180030,0.190056,0.190056,0.000024
53.711971,0.180030,0.189983,0.189983,0.000023
53.766993,0.180030,0.189910,0.189910,0.000023
53.822016,0.180030,0.189838,0.189838,0.000023
53.877039,0.180030,0.189767,0.189767,0.000022
53.932061,0.180030,0.189696,0.189696,0.000022
53.987084,0.180030,0.189625,0.189625,0.000022
54.042106,0.180030,0.189555,0.189555,0.000021
54.097129,0.180030,0.189486,0.189486,0.000021
54.152151,0.180030,0.189417,0.189417,0.000021
54.207174,0.180030,0.189349,0.189349,0.000020
54.262196,0.180030,0.189281,0.189281,0.000020
54.317219,0.180030,0.189213,0.189213,0.000020
54.372241,0.180030,0.189147,0.189146,0.000019
54.427264,0.180030,0.189080,0.189080,0.000019
54.482286,0.180030,0.189014,0.189014,0.000019
54.537309,0.180030,0.188949,0.188949,0.000019
54.592331,0.180030,0.188884,0.188884,0.000018
54.647354,0.180030,0.188819,0.188819,0.000018
54.702376,0.180030,0.188755,0.188755,0.000018
54.757399,0.180030,0.188692,0.188692,0.000017
54.812421,0.180030,0.188629,0.188628,0.000017
54.867444,0.180030,0.188566,0.188566,0.000017
54.922466,0.180030,0.188504,0.188504,0.000017
54.977489,0.180030,0.188442,0.188442,0.000016
55.032511,0.180030,0.188381,0.188381,0.000016
55.087534,0.180030,0.188320,0.188320,0.000016
55.142556,0.180030,0.188260,0.188260,0.000016
55.197579,0.180030,0.188200,0.188200,0.000015
55.252601,0.180030,0.188140,0.188140,0.000015
55.307624,0.180030,0.188081,0.188081,0.000015
55.362646,0.180030,0.188023,0.188023,0.000015
55.417669,0.180030,0.187965,0.187964,0.000014
55.472691,0.180030,0.187907,0.187907,0.000014
55.527714,0.180030,0.187850,0.187849,0.000014
55.582736,0.180030,0.187793,0.187793,0.000014
55.637759,0.180030,0.187736,0.187736,0.000014
55.692781,0.180030,0.187680,0.187680,0.000013
55.747804,0.180030,0.187624,0.187624,0.000013
55.802826,0.180030,0.187569,0.187569,0.000013
55.857849,0.180030,0.187514,0.187514,0.000013
55.912871,0.180030,0.187460,0.187460,0.000013
55.967894,0.180030,0.187406,0.187406,0.000012
56.022916,0.180030,0.187352,0.187352,0.000012
56.077939,0.180030,0.187299,0.187299,0.000012
56.132961,0.180030,0.187246,0.187246,0.000012
56.187984,0.180030,0.187194,0.187194,0.000012
56.243007,0.180030,0.187142,0.187141,0.000011
56.298029,0.180030,0.187090,0.187090,0.000011
56.353052,0.180030,0.187038,0.187038,0.000011
56.408074,0.180030,0.186988,0.186987,0.000011
56.463097,0.180030,0.186937,0.186937,0.000011
56.518119,0.180030,0.186887,0.186887,0.000011
56.573142,0.180030,0.186837,0.186837,0.000010
56.628164,0.180030,0.186787,0.186787,0.000010
56.683187,0.180030,0.186738,0.186738,0.000010
56.738209,0.180030,0.186690,0.186689,0.000010
56.793232,0.180030,0.186641,0.186641,0.000010
56.848254,0.180030,0.186593,0.186593,0.000010
56.903277,0.180030,0.186545,0.186545,0.000009
56.958299,0.180030,0.186498,0.186498,0.000009
57.013322,0.180030,0.186451,0.186451,0.000009
57.068344,0.180030,0.186404,0.186404,0.000009
57.123367,0.180030,0.186358,0.186358,0.000009
57.178389,0.180030,0.186312,0.186312,0.000009
57.233412,0.180030,0.186267,0.186266,0.000009
57.288434,0.180030,0.186221,0.186221,0.000008
57.343457,0.180030,0.186176,0.186176,0.000008
57.398479,0.180030,0.186132,0.186132,0.000008
57.453502,0.180030,0.186087,0.186087,0.000008
57.508524,0.180030,0.186043,0.186043,0.000008
57.563547,0.180030,0.186000,0.186000,0.000008
57.618569,0.180030,0.185956,0.185956,0.000008
57.673592,0.180030,0.185913,0.185913,0.000008
57.728614,0.180030,0.185871,0.185871,0.000007
57.783637,0.180030,0.185828,0.185828,0.000007
57.838659,0.180030,0.185786,0.185786,0.000007
57.893682,0.180030,0.185744,0.185744,0.000007
57.948704,0.180030,0.185703,0.185703,0.000007
58.003727,0.180030,0.185662,0.185662,0.000007
58.058749,0.180030,0.185621,0.185621,0.000007
58.113772,0.180030,0.185580,0.185580,0.000007
58.168794,0.180030,0.185540,0.185540,0.000007
58.223817,0.180030,0.185500,0.185500,0.000006
58.278839,0.180030,0.185460,0.185460,0.000006
58.333862,0.180030,0.185421,0.185421,0.000006
58.388884,0.180030,0.185382,0.185382,0.000006
58.443907,0.180030,0.185343,0.185343,0.000006
58.498929,0.180030,0.185304,0.185304,0.000006
58.553952,0.180030,0.185266,0.185266,0.000006
58.608974,0.180030,0.185228,0.185228,0.000006
58.663997,0.180030,0.185190,0.185190,0.000006
58.719020,0.180030,0.185153,0.185153,0.000006
58.774042,0.180030,0.185116,0.185116,0.000006
58.829065,0.180030,0.185079,0.185079,0.000005
58.884087,0.180030,0.185042,0.185042,0.000005
58.939110,0.180030,0.185006,0.185006,0.000005
58.994132,0.180030,0.184970,0.184970,0.000005
59.049155,0.180030,0.184934,0.184934,0.000005
59.104177,0.180030,0.184898,0.184898,0.000005
59.159200,0.180030,0.184863,0.184863,0.000005
59.214222,0.180030,0.184828,0.184828,0.000005
59.269245,0.180030,0.184793,0.184793,0.000005
59.324267,0.180030,0.184759,0.184759,0.000005
59.379290,0.180030,0.184725,0.184725,0.000005
59.434312,0.180030,0.184691,0.184690,0.000005
59.489335,0.180030,0.184657,0.184657,0.000005
59.544357,0.180030,0.184623,0.184623,0.000004
59.599380,0.180030,0.184590,0.184590,0.000004
59.654402,0.180030,0.184557,0.184557,0.000004
59.709425,0.180030,0.184524,0.184524,0.000004
59.764447,0.180030,0.184491,0.184491,0.000004
59.819470,0.180030,0.184459,0.184459,0.000004
59.874492,0.180030,0.184427,0.184427,0.000004
59.929515,0.180030,0.184395,0.184395,0.000004
59.984537,0.180030,0.184364,0.184364,0.000004
60.039560,0.180030,0.184332,0.184332,0.000004
60.094582,0.180030,0.184301,0.184301,0.000004
60.149605,0.180030,0.184270,0.184270,0.000004
60.204627,0.180030,0.184239,0.184239,0.000004
60.259650,0.180030,0.184209,0.184209,0.000004
60.314672,0.180030,0.184179,0.184179,0.000004
60.369695,0.180030,0.184149,0.184149,0.000004
60.424717,0.180030,0.184119,0.184119,0.000003
60.479740,0.180030,0.184089,0.184089,0.000003
60.534762,0.180030,0.184060,0.184060,0.000003
60.589785,0.180030,0.184031,0.184031,0.000003
60.644807,0.180030,0.184002,0.184002,0.000003
60.699830,0.180030,0.183973,0.183973,0.000003
60.754852,0.180030,0.183944,0.183944,0.000003
60.809875,0.180030,0.183916,0.183916,0.000003
60.864897,0.180030,0.183888,0.183888,0.000003
60.919920,0.180030,0.183860,0.183860,0.000003
60.974942,0.180030,0.183832,0.183832,0.000003
61.029965,0.180030,0.183805,0.183805,0.000003
61.084987,0.180030,0.183777,0.183777,0.000003
61.140010,0.180030,0.183750,0.183750,0.000003
61.195033,0.180030,0.183723,0.183723,0.000003
61.250055,0.180030,0.183697,0.183697,0.000003
