Time_min,Gaussian_component,erfc_component,Blended_model,Blend_weight
61.305078,0.180030,0.183670,0.183670,0.000003
61.360100,0.180030,0.183644,0.183644,0.000003
61.415123,0.180030,0.183618,0.183618,0.000003
61.470145,0.180030,0.183592,0.183592,0.000003
61.525168,0.180030,0.183566,0.183566,0.000003
61.580190,0.180030,0.183540,0.183540,0.000002
61.635213,0.180030,0.183515,0.183515,0.000002
61.690235,0.180030,0.183490,0.183490,0.000002
61.745258,0.180030,0.183465,0.183465,0.000002
61.800280,0.180030,0.183440,0.183440,0.000002
61.855303,0.180030,0.183415,0.183415,0.000002
61.910325,0.180030,0.183391,0.183391,0.000002
61.965348,0.180030,0.183366,0.183366,0.000002
62.020370,0.180030,0.183342,0.183342,0.000002
62.075393,0.180030,0.183318,0.183318,0.000002
62.130415,0.180030,0.183294,0.183294,0.000002
62.185438,0.180030,0.183271,0.183271,0.000002
62.240460,0.180030,0.183247,0.183247,0.000002
62.295483,0.180030,0.183224,0.183224,0.000002
62.350505,0.180030,0.183201,0.183201,0.000002
62.405528,0.180030,0.183178,0.183178,0.000002
62.460550,0.180030,0.183155,0.183155,0.000002
62.515573,0.180030,0.183133,0.183133,0.000002
62.570595,0.180030,0.183110,0.183110,0.000002
62.625618,0.180030,0.183088,0.183088,0.000002
62.680640,0.180030,0.183066,0.183066,0.000002
62.735663,0.180030,0.183044,0.183044,0.000002
62.790685,0.180030,0.183022,0.183022,0.000002
62.845708,0.180030,0.183001,0.183001,0.000002
62.900730,0.180030,0.182979,0.182979,0.000002
62.955753,0.180030,0.182958,0.182958,0.000002
63.010775,0.180030,0.182937,0.182937,0.000002
63.065798,0.180030,0.182916,0.182916,0.000002
63.120820,0.180030,0.182895,0.182895,0.000002
63.175843,0.180030,0.182874,0.182874,0.000002
63.230865,0.180030,0.182854,0.182854,0.000002
63.285888,0.180030,0.182833,0.182833,0.000002
63.340910,0.180030,0.182813,0.182813,0.000002
63.395933,0.180030,0.182793,0.182793,0.000001
63.450955,0.180030,0.182773,0.182773,0.000001
63.505978,0.180030,0.182753,0.182753,0.000001
63.561001,0.180030,0.182733,0.182733,0.000001
63.616023,0.180030,0.182714,0.182714,0.000001
63.671046,0.180030,0.182695,0.182695,0.000001
63.726068,0.180030,0.182675,0.182675,0.000001
63.781091,0.180030,0.182656,0.182656,0.000001
63.836113,0.180030,0.182637,0.182637,0.000001
63.891136,0.180030,0.182618,0.182618,0.000001
63.946158,0.180030,0.182600,0.182600,0.000001
64.001181,0.180030,0.182581,0.182581,0.000001
64.056203,0.180030,0.182563,0.182563,0.000001
64.111226,0.180030,0.182544,0.182544,0.000001
64.166248,0.180030,0.182526,0.182526,0.000001
64.221271,0.180030,0.182508,0.182508,0.000001
64.276293,0.180030,0.182490,0.182490,0.000001
64.331316,0.180030,0.182473,0.182473,0.000001
64.386338,0.180030,0.182455,0.182455,0.000001
64.441361,0.180030,0.182438,0.182438,0.000001
64.496383,0.180030,0.182420,0.182420,0.000001
64.551406,0.180030,0.182403,0.182403,0.000001
64.606428,0.180030,0.182386,0.182386,0.000001
64.661451,0.180030,0.182369,0.182369,0.000001
64.716473,0.180030,0.182352,0.182352,0.000001
64.771496,0.180030,0.182335,0.182335,0.000001
64.826518,0.180030,0.182319,0.182319,0.000001
64.881541,0.180030,0.182302,0.182302,0.000001
64.936563,0.180030,0.182286,0.182286,0.000001
64.991586,0.180030,0.182269,0.182269,0.000001
65.046608,0.180030,0.182253,0.182253,0.000001
65.101631,0.180030,0.182237,0.182237,0.000001
65.156653,0.180030,0.182221,0.182221,0.000001
65.211676,0.180030,0.182205,0.182205,0.000001
65.266698,0.180030,0.182190,0.182190,0.000001
65.321721,0.180030,0.182174,0.182174,0.000001
65.376743,0.180030,0.182159,0.182159,0.000001
65.431766,0.180030,0.182143,0.182143,0.000001
65.486788,0.180030,0.182128,0.182128,0.000001
65.541811,0.180030,0.182113,0.182113,0.000001
65.596833,0.180030,0.182098,0.182098,0.000001
65.651856,0.180030,0.182083,0.182083,0.000001
65.706878,0.180030,0.182068,0.182068,0.000001
65.761901,0.180030,0.182054,0.182054,0.000001
65.816923,0.180030,0.182039,0.182039,0.000001
65.871946,0.180030,0.182024,0.182024,0.000001
65.926968,0.180030,0.182010,0.182010,0.000001
65.981991,0.180030,0.181996,0.181996,0.000001
66.037014,0.180030,0.181982,0.181982,0.000001
66.092036,0.180030,0.181968,0.181968,0.000001
66.147059,0.180030,0.181954,0.181954,0.000001
66.202081,0.180030,0.181940,0.181940,0.000001
66.257104,0.180030,0.181926,0.181926,0.000001
66.312126,0.180030,0.181912,0.181912,0.000001
66.367149,0.180030,0.181899,0.181899,0.000001
66.422171,0.180030,0.181885,0.181885,0.000001
66.477194,0.180030,0.181872,0.181872,0.000001
66.532216,0.180030,0.181859,0.181859,0.000001
66.587239,0.180030,0.181845,0.181845,0.000001
66.642261,0.180030,0.181832,0.181832,0.000001
66.697284,0.180030,0.181819,0.181819,0.000001
66.752306,0.180030,0.181807,0.181807,0.000001
66.807329,0.180030,0.181794,0.181794,0.000001
66.862351,0.180030,0.181781,0.181781,0.000001
66.917374,0.180030,0.181768,0.181768,0.000001
66.972396,0.180030,0.181756,0.181756,0.000001
67.027419,0.180030,0.181743,0.181743,0.000001
67.082441,0.180030,0.181731,0.181731,0.000001
67.137464,0.180030,0.181719,0.181719,0.000001
67.192486,0.180030,0.181707,0.181707,0.000001
67.247509,0.180030,0.181695,0.181695,0.000000
67.302531,0.180030,0.181683,0.181683,0.000000
67.357554,0.180030,0.181671,0.181671,0.000000
67.412576,0.180030,0.181659,0.181659,0.000000
67.467599,0.180030,0.181647,0.181647,0.000000
67.522621,0.180030,0.181636,0.181636,0.000000
67.577644,0.180030,0.181624,0.181624,0.000000
67.632666,0.180030,0.181613,0.181613,0.000000
67.687689,0.180030,0.181601,0.181601,0.000000
67.742711,0.180030,0.181590,0.181590,0.000000
67.797734,0.180030,0.181579,0.181579,0.000000
67.852756,0.180030,0.181567,0.181567,0.000000
67.907779,0.180030,0.181556,0.181556,0.000000
67.962801,0.180030,0.181545,0.181545,0.000000
68.017824,0.180030,0.181534,0.181534,0.000000
68.072846,0.180030,0.181524,0.181524,0.000000
68.127869,0.180030,0.181513,0.181513,0.000000
68.182891,0.180030,0.181502,0.181502,0.000000
68.237914,0.180030,0.181492,0.181492,0.000000
68.292936,0.180030,0.181481,0.181481,0.000000
68.347959,0.180030,0.181471,0.181471,0.000000
68.402981,0.180030,0.181460,0.181460,0.000000
68.458004,0.180030,0.181450,0.181450,0.000000
68.513027,0.180030,0.181440,0.181440,0.000000
68.568049,0.180030,0.181430,0.181430,0.000000
68.623072,0.180030,0.181420,0.181420,0.000000
68.678094,0.180030,0.181410,0.181410,0.000000
68.733117,0.180030,0.181400,0.181400,0.000000
68.788139,0.180030,0.181390,0.181390,0.000000
68.843162,0.180030,0.181380,0.181380,0.000000
68.898184,0.180030,0.181370,0.181370,0.000000
68.953207,0.180030,0.181361,0.181361,0.000000
69.008229,0.180030,0.181351,0.181351,0.000000
69.063252,0.180030,0.181342,0.181342,0.000000
69.118274,0.180030,0.181332,0.181332,0.000000
69.173297,0.180030,0.181323,0.181323,0.000000
69.228319,0.180030,0.181314,0.181314,0.000000
69.283342,0.180030,0.181304,0.181304,0.000000
69.338364,0.180030,0.181295,0.181295,0.000000
69.393387,0.180030,0.181286,0.181286,0.000000
69.448409,0.180030,0.181277,0.181277,0.000000
69.503432,0.180030,0.181268,0.181268,0.000000
69.558454,0.180030,0.181259,0.181259,0.000000
69.613477,0.180030,0.181250,0.181250,0.000000
69.668499,0.180030,0.181242,0.181242,0.000000
69.723522,0.180030,0.181233,0.181233,0.000000
69.778544,0.180030,0.181224,0.181224,0.000000
69.833567,0.180030,0.181216,0.181216,0.000000
69.888589,0.180030,0.181207,0.181207,0.000000
69.943612,0.180030,0.181199,0.181199,0.000000
69.998634,0.180030,0.181190,0.181190,0.000000
70.053657,0.180030,0.181182,0.181182,0.000000
70.108679,0.180030,0.181174,0.181174,0.000000
70.163702,0.180030,0.181165,0.181165,0.000000
70.218724,0.180030,0.181157,0.181157,0.000000
70.273747,0.180030,0.181149,0.181149,0.000000
70.328769,0.180030,0.181141,0.181141,0.000000
70.383792,0.180030,0.181133,0.181133,0.000000
70.438814,0.180030,0.181125,0.181125,0.000000
70.493837,0.180030,0.181117,0.181117,0.000000
70.548859,0.180030,0.181109,0.181109,0.000000
70.603882,0.180030,0.181102,0.181102,0.000000
70.658904,0.180030,0.181094,0.181094,0.000000
70.713927,0.180030,0.181086,0.181086,0.000000
70.768949,0.180030,0.181079,0.181079,0.000000
70.823972,0.180030,0.181071,0.181071,0.000000
70.878994,0.180030,0.181064,0.181064,0.000000
70.934017,0.180030,0.181056,0.181056,0.000000
70.989040,0.180030,0.181049,0.181049,0.000000
71.044062,0.180030,0.181042,0.181042,0.000000
71.099085,0.180030,0.181034,0.181034,0.000000
71.154107,0.180030,0.181027,0.181027,0.000000
71.209130,0.180030,0.181020,0.181020,0.000000
71.264152,0.180030,0.181013,0.181013,0.000000
71.319175,0.180030,0.181006,0.181006,0.000000
71.374197,0.180030,0.180999,0.180999,0.000000
71.429220,0.180030,0.180992,0.180992,0.000000
71.484242,0.180030,0.180985,0.180985,0.000000
71.539265,0.180030,0.180978,0.180978,0.000000
71.594287,0.180030,0.180971,0.180971,0.000000
71.649310,0.180030,0.180965,0.180965,0.000000
71.704332,0.180030,0.180958,0.180958,0.000000
71.759355,0.180030,0.180951,0.180951,0.000000
71.814377,0.180030,0.180945,0.180945,0.000000
71.869400,0.180030,0.180938,0.180938,0.000000
71.924422,0.180030,0.180932,0.180932,0.000000
71.979445,0.180030,0.180925,0.180925,0.000000
72.034467,0.180030,0.180919,0.180919,0.000000
72.089490,0.180030,0.180912,0.180912,0.000000
72.144512,0.180030,0.180906,0.180906,0.000000
72.199535,0.180030,0.180900,0.180900,0.000000
72.254557,0.180030,0.180893,0.180893,0.000000
72.309580,0.180030,0.180887,0.180887,0.000000
72.364602,0.180030,0.180881,0.180881,0.000000
72.419625,0.180030,0.180875,0.180875,0.000000
72.474647,0.180030,0.180869,0.180869,0.000000
72.529670,0.180030,0.180863,0.180863,0.000000
72.584692,0.180030,0.180857,0.180857,0.000000
72.639715,0.180030,0.180851,0.180851,0.000000
72.694737,0.180030,0.180845,0.180845,0.000000
72.749760,0.180030,0.180839,0.180839,0.000000
72.804782,0.180030,0.180833,0.180833,0.000000
72.859805,0.180030,0.180828,0.180828,0.000000
72.914827,0.180030,0.180822,0.180822,0.000000
72.969850,0.180030,0.180816,0.180816,0.000000
73.024872,0.180030,0.180811,0.180811,0.000000
73.079895,0.180030,0.180805,0.180805,0.000000
73.134917,0.180030,0.180799,0.180799,0.000000
73.189940,0.180030,0.180794,0.180794,0.000000
73.244962,0.180030,0.180788,0.180788,0.000000
73.299985,0.180030,0.180783,0.180783,0.000000
73.355008,0.180030,0.180778,0.180778,0.000000
73.410030,0.180030,0.180772,0.180772,0.000000
73.465053,0.180030,0.180767,0.180767,0.000000
73.520075,0.180030,0.180762,0.180762,0.000000
73.575098,0.180030,0.180756,0.180756,0.000000
73.630120,0.180030,0.180751,0.180751,0.000000
73.685143,0.180030,0.180746,0.180746,0.000000
73.740165,0.180030,0.180741,0.180741,0.000000
73.795188,0.180030,0.180736,0.180736,0.000000
73.850210,0.180030,0.180731,0.180731,0.000000
73.905233,0.180030,0.180726,0.180726,0.000000
73.960255,0.180030,0.180721,0.180721,0.000000
74.015278,0.180030,0.180716,0.180716,0.000000
74.070300,0.180030,0.180711,0.180711,0.000000
74.125323,0.180030,0.180706,0.180706,0.000000
74.180345,0.180030,0.180701,0.180701,0.000000
74.235368,0.180030,0.180696,0.180696,0.000000
74.290390,0.180030,0.180692,0.180692,0.000000
74.345413,0.180030,0.180687,0.180687,0.000000
74.400435,0.180030,0.180682,0.180682,0.000000
74.455458,0.180030,0.180677,0.180677,0.000000
74.510480,0.180030,0.180673,0.180673,0.000000
74.565503,0.180030,0.180668,0.180668,0.000000
74.620525,0.180030,0.180664,0.180664,0.000000
74.675548,0.180030,0.180659,0.180659,0.000000
74.730570,0.180030,0.180655,0.180655,0.000000
74.785593,0.180030,0.180650,0.180650,0.000000
74.840615,0.180030,0.180646,0.180646,0.000000
74.895638,0.180030,0.180641,0.180641,0.000000
74.950660,0.180030,0.180637,0.180637,0.000000
75.005683,0.180030,0.180632,0.180632,0.000000
75.060705,0.180030,0.180628,0.180628,0.000000
75.115728,0.180030,0.180624,0.180624,0.000000
75.170750,0.180030,0.180620,0.180620,0.000000
75.225773,0.180030,0.180615,0.180615,0.000000
75.280795,0.180030,0.180611,0.180611,0.000000
75.335818,0.180030,0.180607,0.180607,0.000000
75.390840,0.180030,0.180603,0.180603,0.000000
75.445863,0.180030,0.180599,0.180599,0.000000
75.500885,0.180030,0.180595,0.180595,0.000000
75.555908,0.180030,0.180591,0.180591,0.000000
75.610930,0.180030,0.180587,0.180587,0.000000
75.665953,0.180030,0.180583,0.180583,0.000000
75.720975,0.180030,0.180579,0.180579,0.000000
75.775998,0.180030,0.180575,0.180575,0.000000
75.831021,0.180030,0.180571,0.180571,0.000000
75.886043,0.180030,0.180567,0.180567,0.000000
75.941066,0.180030,0.180563,0.180563,0.000000
75.996088,0.180030,0.180559,0.180559,0.000000
76.051111,0.180030,0.180556,0.180556,0.000000
76.106133,0.180030,0.180552,0.180552,0.000000
76.161156,0.180030,0.180548,0.180548,0.000000
76.216178,0.180030,0.180544,0.180544,0.000000
76.271201,0.180030,0.180541,0.180541,0.000000
76.326223,0.180030,0.180537,0.180537,0.000000
76.381246,0.180030,0.180533,0.180533,0.000000
76.436268,0.180030,0.180530,0.180530,0.000000
76.491291,0.180030,0.180526,0.180526,0.000000
76.546313,0.180030,0.180523,0.180523,0.000000
76.601336,0.180030,0.180519,0.180519,0.000000
76.656358,0.180030,0.180516,0.180516,0.000000
76.711381,0.180030,0.180512,0.180512,0.000000
76.766403,0.180030,0.180509,0.180509,0.000000
76.821426,0.180030,0.180505,0.180505,0.000000
76.876448,0.180030,0.180502,0.180502,0.000000
76.931471,0.180030,0.180499,0.180499,0.000000
76.986493,0.180030,0.180495,0.180495,0.000000
77.041516,0.180030,0.180492,0.180492,0.000000
77.096538,0.180030,0.180489,0.180489,0.000000
77.151561,0.180030,0.180485,0.180485,0.000000
77.206583,0.180030,0.180482,0.180482,0.000000
77.261606,0.180030,0.180479,0.180479,0.000000
77.316628,0.180030,0.180476,0.180476,0.000000
77.371651,0.180030,0.180472,0.180472,0.000000
77.426673,0.180030,0.180469,0.180469,0.000000
77.481696,0.180030,0.180466,0.180466,0.000000
77.536718,0.180030,0.180463,0.180463,0.000000
77.591741,0.180030,0.180460,0.180460,0.000000
77.646763,0.180030,0.180457,0.180457,0.000000
77.701786,0.180030,0.180454,0.180454,0.000000
77.756808,0.180030,0.180451,0.180451,0.000000
77.811831,0.180030,0.180448,0.180448,0.000000
77.866853,0.180030,0.180445,0.180445,0.000000
77.921876,0.180030,0.180442,0.180442,0.000000
77.976898,0.180030,0.180439,0.180439,0.000000
78.031921,0.180030,0.180436,0.180436,0.000000
78.086943,0.180030,0.180433,0.180433,0.000000
78.141966,0.180030,0.180430,0.180430,0.000000
78.196988,0.180030,0.180427,0.180427,0.000000
78.252011,0.180030,0.180424,0.180424,0.000000
78.307034,0.180030,0.180422,0.180422,0.000000
78.362056,0.180030,0.180419,0.180419,0.000000
78.417079,0.180030,0.180416,0.180416,0.000000
78.472101,0.180030,0.180413,0.180413,0.000000
78.527124,0.180030,0.180410,0.180410,0.000000
78.582146,0.180030,0.180408,0.180408,0.000000
78.637169,0.180030,0.180405,0.180405,0.000000
78.692191,0.180030,0.180402,0.180402,0.000000
78.747214,0.180030,0.180400,0.180400,0.000000
78.802236,0.180030,0.180397,0.180397,0.000000
78.857259,0.180030,0.180394,0.180394,0.000000
78.912281,0.180030,0.180392,0.180392,0.000000
78.967304,0.180030,0.180389,0.180389,0.000000
79.022326,0.180030,0.180387,0.180387,0.000000
79.077349,0.180030,0.180384,0.180384,0.000000
79.132371,0.180030,0.180382,0.180382,0.000000
79.187394,0.180030,0.180379,0.180379,0.000000
79.242416,0.180030,0.180377,0.180377,0.000000
79.297439,0.180030,0.180374,0.180374,0.000000
79.352461,0.180030,0.180372,0.180372,0.000000
79.407484,0.180030,0.180369,0.180369,0.000000
79.462506,0.180030,0.180367,0.180367,0.000000
79.517529,0.180030,0.180364,0.180364,0.000000
79.572551,0.180030,0.180362,0.180362,0.000000
79.627574,0.180030,0.180360,0.180360,0.000000
79.682596,0.180030,0.180357,0.180357,0.000000
79.737619,0.180030,0.180355,0.180355,0.000000
79.792641,0.180030,0.180353,0.180353,0.000000
79.847664,0.180030,0.180350,0.180350,0.000000
79.902686,0.180030,0.180348,0.180348,0.000000
79.957709,0.180030,0.180346,0.180346,0.000000
80.012731,0.180030,0.180343,0.180343,0.000000
80.067754,0.180030,0.180341,0.180341,0.000000
80.122776,0.180030,0.180339,0.180339,0.000000
80.177799,0.180030,0.180337,0.180337,0.000000
80.232821,0.180030,0.180335,0.180335,0.000000
80.287844,0.180030,0.180332,0.180332,0.000000
80.342866,0.180030,0.180330,0.180330,0.000000
80.397889,0.180030,0.180328,0.180328,0.000000
80.452911,0.180030,0.180326,0.180326,0.000000
80.507934,0.180030,0.180324,0.180324,0.000000
80.562956,0.180030,0.180322,0.180322,0.000000
80.617979,0.180030,0.180320,0.180320,0.000000
80.673002,0.180030,0.180318,0.180318,0.000000
80.728024,0.180030,0.180316,0.180316,0.000000
80.783047,0.180030,0.180314,0.180314,0.000000
80.838069,0.180030,0.180312,0.180312,0.000000
80.893092,0.180030,0.180310,0.180310,0.000000
80.948114,0.180030,0.180308,0.180308,0.000000
81.003137,0.180030,0.180306,0.180306,0.000000
81.058159,0.180030,0.180304,0.180304,0.000000
81.113182,0.180030,0.180302,0.180302,0.000000
81.168204,0.180030,0.180300,0.180300,0.000000
81.223227,0.180030,0.180298,0.180298,0.000000
81.278249,0.180030,0.180296,0.180296,0.000000
81.333272,0.180030,0.180294,0.180294,0.000000
81.388294,0.180030,0.180292,0.180292,0.000000
81.443317,0.180030,0.180290,0.180290,0.000000
81.498339,0.180030,0.180288,0.180288,0.000000
81.553362,0.180030,0.180287,0.180287,0.000000
81.608384,0.180030,0.180285,0.180285,0.000000
81.663407,0.180030,0.180283,0.180283,0.000000
81.718429,0.180030,0.180281,0.180281,0.000000
81.773452,0.180030,0.180279,0.180279,0.000000
81.828474,0.180030,0.180277,0.180277,0.000000
81.883497,0.180030,0.180276,0.180276,0.000000
81.938519,0.180030,0.180274,0.180274,0.000000
81.993542,0.180030,0.180272,0.180272,0.000000
82.048564,0.180030,0.180270,0.180270,0.000000
82.103587,0.180030,0.180269,0.180269,0.000000
82.158609,0.180030,0.180267,0.180267,0.000000
82.213632,0.180030,0.180265,0.180265,0.000000
82.268654,0.180030,0.180264,0.180264,0.000000
82.323677,0.180030,0.180262,0.180262,0.000000
82.378699,0.180030,0.180260,0.180260,0.000000
82.433722,0.180030,0.180259,0.180259,0.000000
82.488744,0.180030,0.180257,0.180257,0.000000
82.543767,0.180030,0.180255,0.180255,0.000000
82.598789,0.180030,0.180254,0.180254,0.000000
82.653812,0.180030,0.180252,0.180252,0.000000
82.708834,0.180030,0.180251,0.180251,0.000000
82.763857,0.180030,0.180249,0.180249,0.000000
82.818879,0.180030,0.180248,0.180248,0.000000
82.873902,0.180030,0.180246,0.180246,0.000000
82.928924,0.180030,0.180244,0.180244,0.000000
82.983947,0.180030,0.180243,0.180243,0.000000
83.038969,0.180030,0.180241,0.180241,0.000000
83.093992,0.180030,0.180240,0.180240,0.000000
83.149015,0.180030,0.180238,0.180238,0.000000
83.204037,0.180030,0.180237,0.180237,0.000000
83.259060,0.180030,0.180235,0.180235,0.000000
83.314082,0.180030,0.180234,0.180234,0.000000
83.369105,0.180030,0.180233,0.180233,0.000000
83.424127,0.180030,0.180231,0.180231,0.000000
83.479150,0.180030,0.180230,0.180230,0.000000
83.534172,0.180030,0.180228,0.180228,0.000000
83.589195,0.180030,0.180227,0.180227,0.000000
83.644217,0.180030,0.180225,0.180225,0.000000
83.699240,0.180030,0.180224,0.180224,0.000000
83.754262,0.180030,0.180223,0.180223,0.000000
83.809285,0.180030,0.180221,0.180221,0.000000
83.864307,0.180030,0.180220,0.180220,0.000000
83.919330,0.180030,0.180219,0.180219,0.000000
83.974352,0.180030,0.180217,0.180217,0.000000
84.029375,0.180030,0.180216,0.180216,0.000000
84.084397,0.180030,0.180215,0.180215,0.000000
84.139420,0.180030,0.180213,0.180213,0.000000
84.194442,0.180030,0.180212,0.180212,0.000000
84.249465,0.180030,0.180211,0.180211,0.000000
84.304487,0.180030,0.180209,0.180209,0.000000
84.359510,0.180030,0.180208,0.180208,0.000000
84.414532,0.180030,0.180207,0.180207,0.000000
84.469555,0.180030,0.180206,0.180206,0.000000
84.524577,0.180030,0.180204,0.180204,0.000000
84.579600,0.180030,0.180203,0.180203,0.000000
84.634622,0.180030,0.180202,0.180202,0.000000
84.689645,0.180030,0.180201,0.180201,0.000000
84.744667,0.180030,0.180199,0.180199,0.000000
84.799690,0.180030,0.180198,0.180198,0.000000
84.854712,0.180030,0.180197,0.180197,0.000000
84.909735,0.180030,0.180196,0.180196,0.000000
84.964757,0.180030,0.180195,0.180195,0.000000
85.019780,0.180030,0.180193,0.180193,0.000000
85.074802,0.180030,0.180192,0.180192,0.000000
85.129825,0.180030,0.180191,0.180191,0.000000
85.184847,0.180030,0.180190,0.180190,0.000000
85.239870,0.180030,0.180189,0.180189,0.000000
85.294892,0.180030,0.180188,0.180188,0.000000
85.349915,0.180030,0.180187,0.180187,0.000000
85.404937,0.180030,0.180185,0.180185,0.000000
85.459960,0.180030,0.180184,0.180184,0.000000
85.514982,0.180030,0.180183,0.180183,0.000000
85.570005,0.180030,0.180182,0.180182,0.000000
85.625028,0.180030,0.180181,0.180181,0.000000
85.680050,0.180030,0.180180,0.180180,0.000000
85.735073,0.180030,0.180179,0.180179,0.000000
85.790095,0.180030,0.180178,0.180178,0.000000
85.845118,0.180030,0.180177,0.180177,0.000000
85.900140,0.180030,0.180176,0.180176,0.000000
85.955163,0.180030,0.180175,0.180175,0.000000
86.010185,0.180030,0.180174,0.180174,0.000000
86.065208,0.180030,0.180173,0.180173,0.000000
86.120230,0.180030,0.180172,0.180172,0.000000
86.175253,0.180030,0.180171,0.180171,0.000000
86.230275,0.180030,0.180170,0.180170,0.000000
86.285298,0.180030,0.180169,0.180169,0.000000
86.340320,0.180030,0.180168,0.180168,0.000000
86.395343,0.180030,0.180167,0.180167,0.000000
86.450365,0.180030,0.180166,0.180166,0.000000
86.505388,0.180030,0.180165,0.180165,0.000000
86.560410,0.180030,0.180164,0.180164,0.000000
86.615433,0.180030,0.180163,0.180163,0.000000
86.670455,0.180030,0.180162,0.180162,0.000000
86.725478,0.180030,0.180161,0.180161,0.000000
86.780500,0.180030,0.180160,0.180160,0.000000
86.835523,0.180030,0.180159,0.180159,0.000000
86.890545,0.180030,0.180158,0.180158,0.000000
86.945568,0.180030,0.180157,0.180157,0.000000
87.000590,0.180030,0.180156,0.180156,0.000000
87.055613,0.180030,0.180155,0.180155,0.000000
87.110635,0.180030,0.180155,0.180155,0.000000
87.165658,0.180030,0.180154,0.180154,0.000000
87.220680,0.180030,0.180153,0.180153,0.000000
87.275703,0.180030,0.180152,0.180152,0.000000
87.330725,0.180030,0.180151,0.180151,0.000000
87.385748,0.180030,0.180150,0.180150,0.000000
87.440770,0.180030,0.180149,0.180149,0.000000
87.495793,0.180030,0.180148,0.180148,0.000000
87.550815,0.180030,0.180148,0.180148,0.000000
87.605838,0.180030,0.180147,0.180147,0.000000
87.660860,0.180030,0.180146,0.180146,0.000000
87.715883,0.180030,0.180145,0.180145,0.000000
87.770905,0.180030,0.180144,0.180144,0.000000
87.825928,0.180030,0.180144,0.180144,0.000000
87.880950,0.180030,0.180143,0.180143,0.000000
87.935973,0.180030,0.180142,0.180142,0.000000
87.990995,0.180030,0.180141,0.180141,0.000000
88.046018,0.180030,0.180140,0.180140,0.000000
88.101041,0.180030,0.180140,0.180140,0.000000
88.156063,0.180030,0.180139,0.180139,0.000000
88.211086,0.180030,0.180138,0.180138,0.000000
88.266108,0.180030,0.180137,0.180137,0.000000
88.321131,0.180030,0.180136,0.180136,0.000000
88.376153,0.180030,0.180136,0.180136,0.000000
88.431176,0.180030,0.180135,0.180135,0.000000
88.486198,0.180030,0.180134,0.180134,0.000000
88.541221,0.180030,0.180133,0.180133,0.000000
88.596243,0.180030,0.180133,0.180133,0.000000
88.651266,0.180030,0.180132,0.180132,0.000000
88.706288,0.180030,0.180131,0.180131,0.000000
88.761311,0.180030,0.180131,0.180131,0.000000
88.816333,0.180030,0.180130,0.180130,0.000000
88.871356,0.180030,0.180129,0.180129,0.000000
88.926378,0.180030,0.180128,0.180128,0.000000
88.981401,0.180030,0.180128,0.180128,0.000000
89.036423,0.180030,0.180127,0.180127,0.000000
89.091446,0.180030,0.180126,0.180126,0.000000
89.146468,0.180030,0.180126,0.180126,0.000000
89.201491,0.180030,0.180125,0.180125,0.000000
89.256513,0.180030,0.180124,0.180124,0.000000
89.311536,0.180030,0.180124,0.180124,0.000000
89.366558,0.180030,0.180123,0.180123,0.000000
89.421581,0.180030,0.180122,0.180122,0.000000
89.476603,0.180030,0.180122,0.180122,0.000000
89.531626,0.180030,0.180121,0.180121,0.000000
89.586648,0.180030,0.180120,0.180120,0.000000
89.641671,0.180030,0.180120,0.180120,0.000000
89.696693,0.180030,0.180119,0.180119,0.000000
89.751716,0.180030,0.180118,0.180118,0.000000
89.806738,0.180030,0.180118,0.180118,0.000000
89.861761,0.180030,0.180117,0.180117,0.000000
89.916783,0.180030,0.180117,0.180117,0.000000
89.971806,0.180030,0.180116,0.180116,0.000000
90.026828,0.180030,0.180115,0.180115,0.000000
90.081851,0.180030,0.180115,0.180115,0.000000
90.136873,0.180030,0.180114,0.180114,0.000000
90.191896,0.180030,0.180114,0.180114,0.000000
90.246918,0.180030,0.180113,0.180113,0.000000
90.301941,0.180030,0.180112,0.180112,0.000000
90.356963,0.180030,0.180112,0.180112,0.000000
90.411986,0.180030,0.180111,0.180111,0.000000
90.467009,0.180030,0.180111,0.180111,0.000000
90.522031,0.180030,0.180110,0.180110,0.000000
90.577054,0.180030,0.180109,0.180109,0.000000
90.632076,0.180030,0.180109,0.180109,0.000000
90.687099,0.180030,0.180108,0.180108,0.000000
90.742121,0.180030,0.180108,0.180108,0.000000
90.797144,0.180030,0.180107,0.180107,0.000000
90.852166,0.180030,0.180107,0.180107,0.000000
90.907189,0.180030,0.180106,0.180106,0.000000
90.962211,0.180030,0.180106,0.180106,0.000000
91.017234,0.180030,0.180105,0.180105,0.000000
91.072256,0.180030,0.180105,0.180105,0.000000
91.127279,0.180030,0.180104,0.180104,0.000000
91.182301,0.180030,0.180103,0.180103,0.000000
91.237324,0.180030,0.180103,0.180103,0.000000
91.292346,0.180030,0.180102,0.180102,0.000000
91.347369,0.180030,0.180102,0.180102,0.000000
91.402391,0.180030,0.180101,0.180101,0.000000
91.457414,0.180030,0.180101,0.180101,0.000000
91.512436,0.180030,0.180100,0.180100,0.000000
91.567459,0.180030,0.180100,0.180100,0.000000
91.622481,0.180030,0.180099,0.180099,0.000000
91.677504,0.180030,0.180099,0.180099,0.000000
91.732526,0.180030,0.180098,0.180098,0.000000
91.787549,0.180030,0.180098,0.180098,0.000000
91.842571,0.180030,0.180097,0.180097,0.000000
91.897594,0.180030,0.180097,0.180097,0.000000
91.952616,0.180030,0.180096,0.180096,0.000000
